web-scraper-order,web-scraper-start-url,name,origin,topic,review,stay,triptype,rate
"1665501216-301","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","Danielle I","1 contribution3 helpful votes","An incredible stay, well worth the money!","I can’t say enough good things about our stay at Mama’s. We were there for our honeymoon and stayed in the Luxury Junior Suite (Jan 2021), one of their less expensive rooms, and I was blown away immediately upon opening the door. Honestly, the pictures on their website do not do the room justice!  It was filled with fresh flowers, and it was much more spacious than I imagined, with a beautiful private lanai, high ceilings, and a gorgeous huge bathroom with a whirlpool bathtub. It’s worth the room just for the bath!  We had an issue with the tub draining the first night, and management fixed it quickly the next day. Be aware that there is no staff at the office from 5pm- 8am, so you can’t expect assistance during those hours.  

The staff was super friendly and helpful, the grounds were lovely, and it was great to have a luxury stay away from the big resorts.  The beach in front of Mama’s is rocky and not great for laying out, but still excellent to dip your toes with your morning coffee (which you can make in your room).  We ate at the restaurant our last night there and it was simply incredible.  Well worth every penny, and we can’t wait to come back for an anniversary one day!","Date of stay: January 2021","null","ui_bubble_rating bubble_50"
"1665501216-302","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","Margot C","3 contributions","Absolute treasure","We stayed here in March just prior to the island being shutdown.  We spent the first portion of our trip in a Junior Suite and the latter 3 nights in a beachfront cottage.  We found the accommodations to be comfortable, with lovely decor and great amenities.  Of course the perk of staying here is proximity to the restaurant- which lives up to every bit of acclaim.  Exceptional food & staff.  The crew at the front bar were especially terrific.  Overall we cannot say enough about the friendliness and helpfulness of the staff everywhere.  It was a hectic and uncertain time and they were gracious, thoughtful and flexible.  While our trip was cut short, we are dreaming of our return.  Thank you.","Date of stay: March 2020","null","ui_bubble_rating bubble_50"
"1665501216-303","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","Joan88","Mill Valley, California595 contributions394 helpful votes","Wonderful Place to Stay","We just spent 3 fabulously relaxing night’s in the Garden Suite.  Probably our 8th time here!  Perfectly located to see the honu at Hookipa, whales spouting in the distance, buy groceries at Mana foods, relax on the lovely beach and enjoy outstanding hospitality!  Lovely shower, great kitchen and perfect way to begin a Maui vacation as it close to the airport and the road to Hana🌺.They also have huge washers and dryers so it’s also a great place to end your vacation as well.","Date of stay: March 2022","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665501216-304","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","Heena","Glen Burnie, Maryland6 contributions","Paradise!","We stayed here for our last night in Hawaii and this place is the perfect piece of paradise! We got a beach front cottage bigger than we needed but the views and the our rooms were stunning! Our last meal at Mama’s Fish House is one we will dream about for years. The most beautiful way to end our trip...","Date of stay: March 2020","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665501216-305","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","alexandrabT2020BI","London7 contributions15 helpful votes","Beautiful bungalow","We stayed here as part of our honeymoon trip for two nights and it was fabulous. A beautiful bungalow with mamas fish hut to eat in. It’s also really close to great turtle and seal viewing spots and buzzy Paia.","Date of stay: February 2020","null","ui_bubble_rating bubble_50"
"1665501216-306","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","CindyMaine","Maine66 contributions38 helpful votes","Lovely, spotless, great location","We spent 4 lovely days in the ‘deluxe garden cottage’, Manini.  It was absolutely spotless, very comfortable bed, soft towels, bathrobes, two private terraces.  Very well equipped kitchen.  It’s just steps from a small beach.   This is a great base for spending a few days exploring the central region of Maui.  Washer and dryer, beach chairs and beach towels are provided.  And, of course, a fabulous dinner at Mama's Fish House tops off the stay!","Date of stay: February 2020","null","ui_bubble_rating bubble_50"
"1665501216-307","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","Lesliejb","Canada25 contributions14 helpful votes","Disappointed","Be sure what you are getting.  Wanted an ocean cottage ended up in back 40 with no view and extremely tired decor.  Very very disappointed for our anniversary as have eaten here many times and expected better.  I guess we should have investigated more thoroughly and asked to see pics of exact unit although we could only book level of room.  Won’t book it again nor would I recommend to others.","Date of stay: February 2020","null","ui_bubble_rating bubble_20"
"1665501216-308","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","jonworld","London, United Kingdom1473 contributions274 helpful votes","Thank you Mama!","I have to say this was up there with some if the best places I have ever stayed

We went for a beachfront cottage which was upstairs with a view of palms and  the ocean

The decor and artwork in the cottage was so homely and welcoming it was like staying in a friend’s lovely coastal pad 

The bathroom filled with flowers was gorgeous 

It was a great location for doing the early morning drive for sunrise at Haleakala and the drive to Hana

The nearby hippy town of Paia was fun as was the nearby mega surf beach 

Was a great place to take in the hawaiian spirit","Date of stay: December 2019","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665501216-309","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","DerAlteBach","Sydney, Australia783 contributions497 helpful votes","Heaven on earth","This is my third review of The Inn at Mama's Fish House and I look forward to many more future stays. The rooms are really comfortable and particularly well designed. The staff are friendly and helpful. And the location: right next to Mama's Fish House, my favorite restaurant of all time.","Date of stay: February 2019","null","ui_bubble_rating bubble_50"
"1665501216-310","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","WarrenB07481","Dallas, Texas260 contributions139 helpful votes","Knockout stay at The Inn at Mama's Fish House!","We cannot say enough great things about The Inn at Mama's Fish House in Paia! This was one of the Top 2-3 stays of our lives and it was not only due to the beautiful ocean setting, the super high quality of the rooms, decor and attention to detail, but most of all, the service is what really made this a truly memorable experience for us. The entire team that worked with us to ensure that this experience was stellar is Melissa, Dru, Nicole and Shiree, the Inn Manager (and many others, we know). Collectively, they made this brief stay such a great experience for us. Together, they clearly communicated with us for months prior to our visit and shortly before we arrived. Once we arrived, Nicole enthusiastically showed us our room, which was stunning. We appreciate their enthusiasm for service and Shiree and her team ensured that we felt like the only guests there, and we knew we weren't alone! The stay at The Inn coupled with the best meal we had on the island made it a day and night to remember! Thank you all for creating such a memorable experience for us!","Date of stay: September 2019","null","ui_bubble_rating bubble_50"
"1665501216-311","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","Letha L","11 contributions3 helpful votes","Value?","It seems like this place was a pretty good value when it included a discount on the restaurant, but not without.
The room was lovely, though, and they left us beautiful creations from towels and flowers.","Date of stay: September 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_20"
"1665501216-312","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","ladydonnadonna","San Diego, California4 contributions4 helpful votes","What a way to start out our Maui Trip - well worth it","First time we'd been to Maui and we started our trip with 2 nights at The Inn at Mama's Fish House.  We splurged and stayed in a 2 bedroom ocean front cabana - absolutely lovely.  Full updated kitchen (if you want to cook)- beautiful covered large lanai with comfy couch, chairs and outdoor dining table.  We lived out there. There's a small protected cove for swimming/snorkling/etc. Turtle sightings on the beach and in the water everyday.  We felt spoiled and our whole family thoroughly enjoyed this.   So relaxing. Staff is so nice and friendly.  Town is cute.  The office will book your lunch or dinner reservations at Mama's Fish House Restaurant, too.","Date of stay: July 2019","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665501216-313","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","Kelsey","New Orleans, Louisiana35 contributions1 helpful vote","Cute cottage!","Stayed in the Manini (deluxe one bedroom garden)cottage for 3 nights. The lady working the front desk was very friendly. You could tell our cottage was recently renovated and it was very clean. It has a combined kitchen/dining/living room that has a full size refrigerator, table for 2, sofa bed, and TV. The kitchen cabinets were fully stocked. The other room had a bed and bathroom that had a walk in shower. The bathroom had shampoo, conditioner, shower gel, bar soap, and lotion. A nice touch was that each day fresh flowers were placed in the towels. We had 2 private patio areas with one connected to a laundry room. It had a washer/dryer and cabinets with beach chairs, boogie boards, snorkeling gear, and beach toys to use. They provided fruit, water, and delicious banana bread upon arrival. This was the perfect place to stay if you want to explore the island. It is conveniently located to the beginning of the road to Hana. 

There are two paths to access the small beach. One is through the waiting area of the restaurant and the other is hidden between houses. The hidden beach path is easier to find once already at the beach by using the path through the restaurant. It wasn’t necessarily a swimming beach, but nice to sit with your feet in the sand. It also is against the restaurant so many people used it as a backdrop for pictures. On our last day we drove a short distance to Spreckelsville Beach, which had we realized ahead of time would have been a great beach to relax at. 

Also make sure to eat at Mama’s Fish House! It was a dining experience that we will never forget. Food was delicious and our server, Dominic, helped make it one of the best meals.","Date of stay: June 2019","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665501216-314","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","M B","Los Angeles, California55 contributions43 helpful votes","Opakapaka Perfect","We stayed in the one bedroom ""Opakapaka"" with the outstanding shower.  Perfect spot for reading with the windows open when it is not too hot.  Love the grassy area between the rooms and the beach.  And you know the food is heavenly!","Date of stay: May 2019","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665501216-315","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","Compass18765167236","1 contribution2 helpful votes","Terrible experience","We did order a garden cottage and were deviated into a side unit with no garden and zero view other than a wall. After referring our disappointment to the front desk, we were proposed another unit, but with a price up-tick, therefore decided to stay unchanged. The next morning, management requested we immediately leave the hotel, under the argument a serious claim had been reported against us, of physical aggression. We are educated people and would never touch anyone, hence requested we see the staff we had met the night before - which the hotel denied. Obviously, someone from the hotel was lying, placing an artificial claim that had never occurred. The level of arrogance was such we could not even defend ourselves, and were forced to leave. In 40 years of travel, never did we have such a terrible experience. The place is over-rated, showing little respect to clients.","Date of stay: April 2019","null","ui_bubble_rating bubble_10"
"1665501216-316","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","Nicole B","Granite Bay, California7 contributions2 helpful votes","Immaculate cottage","We stayed in the 1 bedroom ""Opah"" and it was 5 star.  The place was spotless clean.  The staff were very welcoming.  They decor was very warm and inviting.  Fresh flowers everywhere! I loved that.  Upon arrival there was a plate of fresh fruit and banana bread as well as Fiji waters.  The bathroom was stocked with beautiful shampoo/conditioner, soaps, bath wash and lotions- from a local hawaiian company- they smelled delightful.  The kitchenette had everything we needed.  It was nice having a washer and dryer.  They also stock the closet with Tommy Bahama beach chairs, umbrellas, snorkel gear, boogie boards and beach towels. They really thought of everything!  We will definitely be back to stay here next year.","Date of stay: May 2019","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665501216-317","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","LynnE63California","Sedona, Arizona44 contributions8 helpful votes","Beautiful with exceptional customer service!","I stayed here for a week with my granddaughter.  The service was wonderful, the access to the beach perfect.  The staff went out of their way to make our stay perfect.  I would highly recommend the Inn at Mama's!  We had everything we needed.  Washer and dryer, kitchen with all the necessities, comfy bed.","Date of stay: December 2018","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665501216-318","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","lparker","Sydney, Australia44 contributions40 helpful votes","Just fabulous","Returned to Mamas to stay and for dinner for our wedding anniversary and it was 10 days of wonderful bliss.  Our 2 bedroom cottage was gorgeous - super clean, very comfortable king bed, great furniture and very well equipped kitchen.  The staff were wonderful - cleaning our room every day and leaving us coffee and flowers.  The reception staff could not do more to help us.  Free laundry facilities which we appreciated, a bbq, our own garden, and a shed full of great sporting equipment (chairs, snorkels etc) to borrow.  We will be back.  Just fabulous!!","Date of stay: April 2019","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665501216-319","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","Preston R","Boston, Massachusetts61 contributions13 helpful votes","Nice Stay","On our trip we stayed at a large beachfront condo development in Kanapali along with several days at the Fairmont in Wailaia, both very nice. For the end of the trip, we chose to stay at Mama's, in the more low-key north shore community of Paia. If you know Maui, these locations have very different personalities, all good, really. The north shore is quite a bit less ""touristy"" and laid back in general. Lots of beaches, waves, small town stuff. We liked that and really liked the room at Mama's. We stayed in the ""Ahi"" room, which we found to be a large room with sleeping and living area, huge bathroom with rain shower and bath and outdoor patio. Very nice appearance and with lots of value added like fresh fruit, coffee, efficiency kitchen, nearby laundry and available chairs, skin diving stuff, etc. Parking was assigned and always easy. Staff were helpful and pleasant. Every day, a new theme of site-cut flowers was offered, really lots of them and beautiful. The restaurant next door (A+) and access to the little beach was great. No water view, but this is a really great all around place to stay!","Date of stay: March 2019","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665501216-320","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","David M","Detroit, MI, United States29 contributions41 helpful votes","Absolutely wonderful","This our second stay here at Inn at Mama’s Fish House. Rooms were remodeled and very well done! Could not be more impressed. We had a two room villa looking out at the water next to restaurant with beautiful evening view. We spent one night and it was perfect. Dinner at MFH was excellent as always. Staff at check in was very helpful when we arrived early. We will be back again!","Date of stay: March 2019","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665501216-321","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","AASIMO","Concord, Massachusetts20 contributions30 helpful votes","The Perfect Place!","We are spending our last 2 nights here and it has been simply wonderful. We are in the Ono cottage, which is 2 bedrooms and sprawls out to the hammocks, beach and restaurant. It is very well appointed and our family of 4 has been very comfortable. Staying at this inn at in Paia, gives you a glimpse into old Hawaii. It is easy to kick back and get into the slower vibe up here. We hope to return someday soon!","Date of stay: March 2019","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665501216-322","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","Joan88","Mill Valley, California595 contributions394 helpful votes","Perfect Place To Spend A Few Nights!","We really look forward to ending our trip here in the Garden Studio.  The beach is wonderful...small, yet always has shade and usually you are treated to a honu (green sea turtle) swimming ashore late in the day!  The Inn provides beach chairs, towels, etc. and the cottages have all been remodeled to reflect elegance and comfort!  The kitchen is fully stocked with pans and pots, dishes, etc...and all are immaculate.  The new shower is small but beautiful too.  Wish there was a shelf in the bathroom  to put toiletries...my only suggestion for improvement!  The large bed is wonderfully comfortable, the linens great and the rest of the furniture very comfortable also.  Large closets to unpack as well as a dresser.  Also, large, complimentary Maytag washer/dryers and laundry detergent for your use.  Fun to walk out to the beach and see all the families and couples coming to dine at Mama's and to help take memorable pictures for them!  We usually make fun acquaintances.  The staff is perfect!  Super friendly, beyond efficient and most kind!  Already booked for next year!  The only way we leave!!!  We once stayed at the one bedroom junior suite with the most incredible bathroom, and decor...highly recommend that too if money is not an issue!","Date of stay: March 2019","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665501216-323","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","Tuffy's mom","Stafford, Virginia87 contributions96 helpful votes","Immaculate, cozy, well decorated, but ...","Although the Inn is quaint, cozy, asthetically pleasing, we probably would not go back.  Our 2 bedroom oceanfront cottage felt damp and a bit musty.  The individual units that cooled the rooms just did not seem to cool enough, at least for our preference.  The beds were comfortable with nice linens, and the cottage was immaculate.  We were disappointed, however, with the noise from the unit above us.  There was obviously a toddler or small child running around late at night and early again in the morning, as well as furniture being moved.  We would definitely recommend requesting an upstairs unit!","Date of stay: February 2019","Trip type: Traveled with family","ui_bubble_rating bubble_40"
"1665501216-324","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","zzzsteve","Southampton, United Kingdom14 contributions10 helpful votes","Lovely boutique accommodation","Very different to the the resort hotels on Maui. The individual cottages are very nice and are ideal for visiting the north shore and the road to hana. Paia is just down the road for shops and restaurants. However, with mamas fish restaurant adjacent why go anywhere else. The lovely cove is ideal for a quick swim","Date of stay: December 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665501216-325","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","Alis0n_Mark","Lancaster, United Kingdom90 contributions46 helpful votes","One night really wasn't enough","Stayed in a Garden Studio for just one night, and it was glorious.  They'd made an effort to decorate the room for my birthday, which was a lovely surprise, and the breakfast box of fruit and banana bread was a great touch.
The fridge and pantry were well stocked with an honesty system (although the instant Mac and Cheese made me laugh!), and the room had everything that could possibly be wanted.
Just minutes from Mama's and the beach, the cottage came with plenty of beach equipment, and there was a grill in the garden as well.","Date of stay: August 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665501216-326","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","Jill M","San Diego, California11 contributions1 helpful vote","Secret place","I love Mama’s Fish House. But I really love The Inn. Most people don’t even know the have cottages. They have recently been updated. I loved them before they were updated. They reminded me of old Hawaii, my favorite. They are clean and charming. The staff couldn’t be nicer. This really is one of my most favorite places. Full kitchen  with all that you need. A private patio with table, chairs and a bbq. Oh, and the beach is so special. Enjoy! But don’t tell anyone 🤫","Date of stay: August 2018","null","ui_bubble_rating bubble_50"
"1665501216-327","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","josephsR2259KR","Mamaroneck, New York4 contributions1 helpful vote","A Perfect Place","We stayed in the Manini cottage. When my son walked in he started fist pumping (never saw him do it before), he was so excited. The room had both a back and front patio with a BBQ grill. The washer dryer were attached to the back patio. The cottage was awesome. Very clean room, with a great full kitchen and bathroom.

People that worked at the Inn were very nice and accommodating.

Mama's Beach was an awesome place to watch the sunset. Hookipa Beach was very close, you can see sea turtles there and many windsurfers. We hopped from beach to beach within our stay because the location was so convenient. Our favorite was Baby Beach a 5 minute drive away.

If you plan to do the Road to Hana it's a perfect starting point. If you just want to hang out at beaches it's perfect. If you want to shop and eat in Paia also perfect.

It's the perfect place.","Date of stay: July 2018","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665501216-328","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","Mary I","Maryland48 contributions33 helpful votes","Where to walk from Mamas","Our four-night stay in a Junior Luxury Suite at the Inn at Mamas Fish House was a special treat for our 40th anniversary.  It was all we had expected, and we would go again in a minute!  I did want to point out that Mamas is not in Paia, but a couple of miles from town along a very busy highway. For some reason I thought you could easy walk into Paia, and that's just not the case.  You can, however, walk around the lovely little neighborhood close to Mamas including over to a wonderful gourmet market where you can pick up fun treats and wine for a pre-dinner drink or breakfast on your patio back at the Inn.  The helpful Concierge will be glad to show you how to get from the Inn's front door onto the path that will take you through the neighborhood and to the market.  And be sure she points out the neighborhood access to Kuau Cove, the small beach right in front of Mamas.  You probably won't mind getting to the Cove by walking through the entry to the restaurant, but you may feel a bit disheveled coming back that way after swimming with the turtles and snorkeling.  That's when you'll be glad to know about the neighborhood access to the beach; it will lead you around the restaurant entrance and into the parking lot, avoiding all the beautiful people waiting for their tables.","Date of stay: July 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665501216-329","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","Charles G","Santa Rosa, California16 contributions7 helpful votes","Our favorite place!","Mama’s Fish House is my wife and my favorite restaurant. 4 years ago we were here with her parents and they surprised us with a nights stay at the inn. It was amazing! Now we out on our 10 year anniversary trip and we decided to stay here 2 nights again. Again this time was nothing short of amazing! The “Ahi” room is very quite. It has a small fridge, stove and microwave. A jacuzzi tub, and a separate large shower. Thank you again!","Date of stay: July 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665501216-330","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","drego05","Bay Area, CA3 contributions2 helpful votes","Gorgeous accommodations, fantastic for a honeymoon stay!","My wife and I stayed here during our last stay of our honeymoon in Maui. It was a fantastic end to a wonderful trip. A 10 second walk from the great restaurant, just as close to the white sand beaches and super close to the airport -- but you'd never know. I would have stayed here everyday of the trip if I could, but it was also good to see other parts of the island as well. All of the touches and details at the Inn were well done - and my only regret is that we didn't have more time to enjoy it. Would definitely recommend to anyone looking for a fantastic meal, and a great place to stay while on Maui.","Date of stay: October 2017","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665501216-331","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","RioLoris","Rio de Janeiro98 contributions20 helpful votes","Garden delight","Our garden cottage was the perfect, beach-side place to stay - self-contained and very comfortable, with everything we could need, including a well-equipped kitchen area and pull-back partition shutters separating sleeping and living areas.  Housekeepers service the cottages every day, and there is a selection of lovely local toiletries in the bathroom. Our teenage daughter was very comfortable on the sofa bed in the living room.  Outside, guests can sit amongst tropical flowers and palm trees on a private terrace.  Each cottage/room has an allocated parking space.  There was homemade banana bread and fresh fruit waiting for us on our arrival, and the cottage looked beautiful, decorated with flowers - although I wonder sometimes about the waste of beautiful fresh blossoms in Hawaiian hotel rooms!  With a high ceiling, overhead fan and the sea breeze, there was no need to use the air conditioning.  Guests have free use of a washing machine and dryer at the back of the cottage, as well as various beach essentials like snorkels and masks.  Staying here was so much better than any large hotel or condo - with very personal attention and privacy. Staff at the Inn are so friendly and helpful - I can't recommend it highly enough.","Date of stay: June 2018","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665501216-332","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","Reau","Ottawa, Canada3705 contributions43 helpful votes","A slice of heaven","I spent three blissful nights (solo) in one of the garden cottages (Ulua cottage) to kick off my four week vacation on island. This is my seventh trip to Maui but the first time ever staying at the Inn at Mama’s Fish House and I couldn’t have been happier with my choice. 

The cottage is rustic, quaint and charming and blends in perfectly with the natural surroundings. And all the little touches were so special...beautiful flower arrangements adorning the home, a welcome basket of goodies to get the next day started (including a fresh loaf of banana bread, apple bananas, papaya and coffee), a beach chair and snorkel gear. 
The kitchen is also equipped with everything that you would need though I only used it for simple breakfast preparations and for warming up left overs. 

Staying here allowed me the opportunity to wander and discover this breathtaking part of the island at a leisurely and relaxed pace, or just sit back and inhale the sweet fresh air.  Each morning, I would rise early, before even the crack of dawn, pour myself a coffee and sit in the little private garden and revel in the sounds of silence. As dawn would break, the birds would chant in all their glory, welcoming in the day. 

While not ocean front, the garden cottage is just a hop, skip and a jump from the beach, where I would lounge, sometimes fleeting in and out of sleep to the waves crashing against the shore. A true oasis.

And of course, there is the convenience of Mama’s Fish House, where I was fortunate to dine one night. 

Everything about my stay was picture perfect and the truth is, I didn’t want to leave. I will definitely stay here again on future visits and perhaps even extend my stay.","Date of stay: April 2018","Trip type: Traveled solo","ui_bubble_rating bubble_50"
"1665501216-333","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","JoeMmuzik","Houston, Texas2 contributions1 helpful vote","Loved the Inn at Mama's Fish House","We recently spent three nights at the Inn at Mama's Fish house during a trip around the islands. It offers a refreshing change from the usual hotel scene on the west side of Maui. Situated about 1 1/2 miles east of Paia town, it's a quick drive from the airport and well-located for people who want to visit Hookipa Beach, upcountry Maui or trek the road to Hana.

The Inn has a variety of rooms available, including a two-bedroom cottage right on the beach. We stayed in a quiet, spacious, well-appointed Junior Suite that had a private patio. A room of this type would have cost twice as much in Kaanapali.

As a bonus, the rooms at the Inn are just steps from Mama's Fish House restaurant, and the Inn's staff will be happy to make restaurant reservations for you when you book your room. Alternatively, there are some good restaurant choices in nearby Paia, Haiku and Makawao.","Date of stay: March 2018","null","ui_bubble_rating bubble_50"
"1665501216-334","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","WVSails","Panhandle, WV54 contributions21 helpful votes","Like having a mini-home on Maui","I was not initially planning to stay on the north shore, but with most hotels on West Maui booked, we decided to spend a night at Mama's. I am so glad that we did!  Any return visits to Maui will involve at least two nights at the Inn at Mama's. The garden cottage where we stayed had everything I needed, was completely clean, and made me feel entirely at home. With only one night we did not get to use the grill on the patio, but I love that it is available. A washer and dryer are available in an outbuilding close enough for easy access, but far enough away that they are not disturbing. I appreciated that the kitchen was stocked with little things like foil and zip baggies. If there was anything less than amazing, it was the shower.  The cottage was recently redone - doors, floors, cabinets, cabinet tops you name it - except for some elements in the bathroom. The bathroom is perfectly adequate, but it is noticeable that the tub and shower look a little older than the rest of the unit.  This should not dissuade a stay, it's only an observation to set expectations.  As other's have stated Mama's staff is amazing!  We were unable to access the cottage right at check-in time while Mama's staff addressed a maintenance issue; however, the staff took great care of us. The locale, the accommodation, the staff - all were fabulous!  I totally recommend a stay here when visiting Maui and look forward to staying here whenever I return to the island.","Date of stay: March 2018","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665501216-335","https://www.tripadvisor.com/Hotel_Review-g60636-d111816-Reviews-The_Inn_at_Mama_s_Fish_House-Paia_Maui_Hawaii.html","Tink2004","Oregon307 contributions7 helpful votes","Very nice","We stayed at Mamas for the first 3 nights of our trip. We planned on driving the road to Hana and other upcountry adventures before moving to the West side of Maui and staying at Mama’s was a great choice. The staff are SO friendly and nice. Our 2 bedroom cottage, the Onaga, was beautifully decorated and spotlessly clean. The kitchen was stocked with everything we would need. We didn’t eat at Mamas fish house but we did go for drinks. Saw Mick Fleetwood, which was cool. The area was super quiet, we never heard anyone from other cottages but could tell they were full by the cars in the driveways. Housekeeping was amazing and on our second day we came back to a gorgeous flower arrangement. I hope to be back someday","Date of stay: March 2018","Trip type: Traveled with family","ui_bubble_rating bubble_50"
