web-scraper-order,web-scraper-start-url,name,origin,topic,review,stay,triptype,rate
"1665326404-1208","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","foodie808","Waimea, Hawaii120 contributions47 helpful votes","Awesome","Loved this place. It is kind of historic, kind of old, kind of classic 70's thing feeling.  
The room was nice, clean, the view was ok.   It is Waikiki so get a room a few floors up for the noise. The store was expensive if you want drinks, snacks whatever so hit a grocery store .  But have a cocktail at the bar around sunset you are in Hawaii!!!!!!!","Date of stay: June 2014","Trip type: Traveled as a couple","ui_bubble_rating bubble_40"
"1665326404-1209","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Mark H","Hella, Iceland31 contributions31 helpful votes","Beautiful hotel fantastic staff","Great place lovely rooms nothing too much effort for super helpful staff
Stay and enjoy city on beach 
Rent a car and explore let them do it all for you
They know all the best excursions

Evening drinks as sun sets with great Hawaiian music and hula dancer 
Food at beach restaurant orchid really special","Date of stay: August 2014","null","ui_bubble_rating bubble_50"
"1665326404-1210","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Phil D","Rancho Santa Fe, California, United States21 contributions13 helpful votes","Absolute Perfection","Having been a 20+ year guest, my review is admittedly a bit biased.

My family made our annual visit to this ""Heaven On Earth"" during Hurricane Iselle.  Setting aside the usual accolades and superlatives one would usually bestow on this property's amazing service and attentiveness, we were absolutely amazed at the level of preparation the hotel went through to ensure guests' experience is not disrupted.  Here are the specifics.

1. Check-in / Valet.  One of the most amazing things about this place is that each and every time we have been here, the bags would show up at precisely the same time we are escorted to our room(s).  BTW, check-in is conducted in the rooms, not at the front-desk.  What a civilized way of welcoming people to such a wonderful place.

2. Meals. Morning breakfasts are served at House Without A Key (buffet) or Orchid (full-service menu) daily.  The kids prefer buffet so we have gotten to know some of the staff pretty well over the years.  One of their team members even gave us her cell and home phone, offering to host us if we are stranded by the Hurricane later that week.  Such encounter is but one of the many similar personable experiences we have shared with their staff over the last 20+ years.

3. Housekeeping.  One of the most amazing things about this place is that somehow, housekeeping always manages to complete their duties during the time we are out of the room, no matter the length of our absence.  Moreover, the incredible mess our teenagers created in their room is always straightened out daily.  This is by far the hardest working group of employees I have run across from my 3+ million miles of travels.

4. Amenities.  Though the hotel is quite pricey, many amenities are included.  For example, the hotel offers free access to many museums in town (e.g. the Iolani Palace guided tour alone would run us in excess of $100).  The exercise room also offers bananas, fruits, and bottled water.  Oh, did I mention the great ocean view directly in front of the elliptical and treadmill machines?  

They also offer free yoga and other exercise classes daily on the property.

Concierge consists of a group of super friendly and knowledgeable folks who can give you the inside scoops on whatever/wherever you need to visit on Oahu.  We wanted to try a hike this time and they went out of their way to print direction for us, but to also check the weather to ascertain how muddy the hike would be.  

5. Misc.  Lastly, the hotel invites all guests to a manager's reception each Wednesday evening.  Though the food is okay, consisting of mostly small bites, they do have a complementary open bar as well as a dozen or so roaming staffs taking drink orders.  It is a great opportunity to meet some of their management staff.  A not to miss event at this hotel.

Overall, this is a perfect 10 stay.  I would rate this property over that of Maui Four Seasons, Grand Wailea, and Kapalua's Ritz (all properties I have visited).","Date of stay: August 2014","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-1211","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Miss-Maple-27","Sydney, Australia67 contributions28 helpful votes","Absolute luxury","From the moment you arrive you are shown around the hotel by a private guide so you get familiar with the hotel. If you can afford the ocean view room I highly recommend it. Walking into our room and seeing that view was breathtaking. 
The breakfast was probably a 7/10 but the thing I loved most about this hotel was being able to go shopping or sightseeing all day and coming home to see the live band they have playing. The Hawaiian music was so beautiful and just sitting back and relaxing enjoying a cocktail was fantastic. I did visit a few other hotels but the music didn't compare. 
If you get a chance to have dinner in their restaurant doooo it!!! Absolutely delicious. (La mer) Book in advance and ask for a balcony table so u can enjoy the view. The staff are extremely attentive and the food is lovely. They were ok with me changing the dish slightly to fit my tastes as well. 
The atmosphere is relaxing and the spa was nice but a bit pricey. A couple massage and a wash n blow dry was like $600. I'm from sydney and I could get the same thing for $250. But if u want that massage in hawaii it's $$.

The pool is beautiful, however wake up early and reserve a seat so u can sun bake later. Put a towel on the seat to reserve it. You can bring blow up devices to the pool too- sold at the abc store. This is a lot of fun 
They even have their own private beach which isn't crowded and it's nice for families. 
If your interested in seeing the Fire works don't stand in front of the private beach you won't see anything. Get the boat that leaves from in front of the hotel(private beach area) there are two to choose from and these will allow you to get a fantastic view of the fireworks on the Friday night. 
Bit of a warning though, the mai tais taste amazing but they area deadly !!!! I can usually drink quite a bit and four drinks knocked me out! 

Great hotel and a great experience 
You'll love it xx","Date of stay: July 2014","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-1212","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Only the g","Melbourne, Australia16 contributions12 helpful votes","Elegance, understated, extremely comfortable","Simply a brilliant hotel. Somewhere to relax in comfort. Brilliant staff who are friendly, well trained, attentive and proactive. Understated and excellent. The hotel is in a great location on the beach and when sitting by the pool, looking at the ocean views, the layout of the hotel makes you feel like there is nothing else in the world that matters.","Date of stay: July 2014","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-1213","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Perry T","Honolulu, Hawaii2 contributions4 helpful votes","Great service but overpriced food and accomidations","The staff were friendly however the food was way overpriced.  Paid 160 for a steak dinner that was no better than a Dennys.  As for the for rooms. . Much like the food. . .didn't get money's worth. Outside property was beautiful and a great location were the only saving grace's","Date of stay: August 2014","Trip type: Traveled as a couple","ui_bubble_rating bubble_20"
"1665326404-1214","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Carlos P","Stamford, Connecticut266 contributions37 helpful votes","Crazy not to stay here","Can't overstate the positive effects of UNDERSTATED elegance and service...the Halekulani lives up to its name as an otherworldly oasis in bustling Waikiki central...rooms , view, service all excellent...but its culture of service and commitment to anticipating guest needs places it ahead of the pack... Experienced this kind of service at the Oriental in Hongkong and elegant atmosphere at the Sukothai in Bangkok... Concierge Susan a standout!","Date of stay: August 2014","null","ui_bubble_rating bubble_50"
"1665326404-1215","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","ECR_Sydney","Sydney, New South Wales, Australia9 contributions15 helpful votes","Ok - but not worth $$ or reputation","The Halekulani has the reputation as being the highest class hotel on the beach. Perhaps this was the case many years ago but the hotel definitely not moved forward with the times. It would rank very poorly against other high quality hotels throughout the world charging similar rates.

Resort atmosphere is old world and boring. Its main clientele is a much older demographic that have clearly been repeatedly going for many many years. Unless the hotel does something to modernise it will end up being a retirement village style resort - they need to appeal to a new demographic !!

The room rate would imply a very different impression from the reality. The quality of the product is significantly lower than ShangriLa, Park Hyatt, Four Seasons, W, Andaz or other leading international hotel brands that have kept up to date with times. Whilst the choice on waikiki is limited, I still don't think the product is worth the rate.

Staff are very friendly and attentive. They do try very hard. However, for a hotel of this supposed quality, their job is made difficult by a lack of staff in total and the physical facilities they have to work with. This can give the impression of a lack of service - but it is clearly not the staff who are at fault, rather the management and their clear cost cutting approach.

For example, the breakfast buffet is appalling for a hotel of this standard. On the positive, the staff are extremely friendly and attentive. The egg chef is a gem and eager to do anything you want. On the negative side the actual buffet is tiny, the variety of choice is poor and aa 3* hotel in southern Europe would be much better. The speed of which they replace the finished food is pathetic. Hotel management would benefit by going to Singapore or Hong Kong and seeing how its done there. 

Also on the negative is the limited serving staff they have on hand. This means that despite having the extra tables, hotel guests are made to wait 15-20min for table, at busy times, because the hotel do not employ enough staff at these times - This is appalling for hotel charging these rates and holding themselves out as a luxury 5* facility.

We stayed in an Ocean View King Room. The room is decent in size however it lacks the modern touch, particularly in the bathrooms. Cupboard space is poor. A/C is not great. Rooms are clean but not worth the premium price.

The pool area is ok compared to other pool on waikiki (although Sheraton probably the best). The pool staff are very helpful. However take your flip flops as the floor tiles are granite and are boiling hot - not much thought went into the design of this !!

The location is good - it is not really on the main beach itself and perhaps the Sheraton, Royal Hawaiin, Moana Surfrider or Outrigger are better located from that perspective. It is however well located for the shopping.

All in all, I have stayed at much better and for similar or less $$. I probably would not return unless it was much cheaper and priced relative to what it actually provides. Given the lack of great quality in Waikiki, next time I probably would take a better quality room at Outrigger (Ocean Front Suite) or Moana Surf Rider - better value for money and better located for the beach.","Date of stay: July 2014","Trip type: Traveled as a couple","ui_bubble_rating bubble_30"
"1665326404-1216","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","James909","Houston, Texas22 contributions14 helpful votes","Blissful Retreat in Wakaikiki","This was our first time to visit and now we're spoiled for any future trips to Oahu- the entire experience was excellent. From the well appointed and spacious room to the attentive and unobtrusive service to the delicious meals and the absolute best Mai Tai ever, we thoroughly enjoyed every moment we were at Halekulani and hated to leave. We cannot wait to return- it's that special!","Date of stay: April 2014","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-1217","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","839nicole","Pittsburgh, Pennsylvania35 contributions48 helpful votes","Amazing","This in one of the finest hotels I have ever enjoyed. From the moment you pull up, the staff who opens your door is communicating with the check-in desk. When you go to check in, someone greets you escorts you straight to your room. Once in the room. There are chocolates and a bottle of wine (complimentary). the view of diamond head is spectacular. Because of the jet lag, i was up very early. when walking around the property, the people tending to the landscaping would stop and take their hats off when i walked by! excellent service!! The Mer- fantastic!! one of a kind!!","Date of stay: May 2014","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-1218","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Luana C","Melbourne, Australia76 contributions39 helpful votes","Waikiki Paradise!","Halekulani is a superbly peaceful oasis in fabulous, super-bustling Waikiki. We LOVED our week there so much that we cancelled the second hotel we had booked for our second week's stay after three days on the Big Island, and reserved another seven nights at Halekulani - a decision we did not regret. 

Halekulani's rooms are beautifully and stylishly configured, spotlessly clean and serviced. Our balcony was spacious and faced the ocean. Super comfortable bedding, soft and luxurious towels. Beautiful gifts left every evening at turn-down - such a lovely touch. Wonderful!! 

The staff are terrific - so polite and friendly, and so eager to help and make you feel welcomed. Breakfast and meal staff, welcome and bell staff, house-keeping staff, poolside staff and the concierges were all fabulous, as were the managers.

The pool is gorgeous - and right on the beach, so you can easily pop out the hotel gate to have a dip in the sea. The pool lounges were very comfortable, with nice big towels; poolside bar and food service always available. Very clean. Convenient bathrooms close by. Nice and quiet - no screaming guests, thank goodness. ""Quietness"" is part of the hotel policy - loved it!! Also, you do not have to pay an extra fee for the pool lounges, as you do in some of the hotels. You do need to get there early to reserve your chosen positions though...just inform the pool staff and leave a book/hat as a mark of your reservation, before you go off to breakfast.

The buffet breakfast at House Without A key is very satisfying, with the most delicious smoked salmon I think I have ever tasted; however, if you have breakfasted in Thailand or Bali 5 star hotels, you might be a little disappointed, as we were. Don't get me wrong - the breakfast choices were delicious, but there was not as much variety as you would enjoy if you were in 5 star Asian hotels. There was no fresh cheese platter; no curries or fried rice; the egg chef could not make a good omelette (over-cooked and dry); no large toaster to crisp up pastries. On the up side, stunning berries and fruits were available every day, as were pancakes, sausages, bacon and all the usual fare, including some Japanese options (but no sushi). 

The lunch and dinner meals were very good, but again, not a great deal of variety. The BBQ night was a little disappointing, but the staff and entertainment made up for it. There is wonderful music, singing and hula dancing every evening. 

One thing that did bother us though was that there is no in-room coffee making facility - at all. So to get your coffee first thing in the morning before you get ready to go downstairs for breakfast, you have to either go downstairs yourself to collect some free coffee and then bring it back upstairs to your room, or order room service - $20+ for a pot of four cups!! We have never encountered this.

Many of the guests are Japanese - what a joy to see so many beautiful Japanese brides and handsome grooms celebrating their weddings! What a bonus!! Loved it!!!

There are lovely boutique shops to enjoy, and a fantastic Manager's Cocktail Evening on Wednesday evenings - this was especially generous and impressive!

Halekulani is so well located - walking distance to almost everything you need, and as I have already mentioned, right on the beach. Excellent!!!

Halekulani is not cheap - but you get what you pay for - HEAVEN!!!! Thank you, Halekulani, for making our stay in Waikiki so memorable!!","Date of stay: June 2014","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-1219","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","APW2021","Sydney, Australia45 contributions93 helpful votes","Service is what sets them apart!","The best hotel for service and atmosphere on earth! Nothing is too much trouble for the staff and attention to detail is what sets them apart.
I can still hear that soft Hawaiian music and feel the warm gentle afternoon breeze coming over the lanai, feet up, enjoying a house-made ice tea and watching that gorgeous Hawaiian sunset! 
Halekulani never disappoints. My family has been coming here for years and I am already planning my next trip. Thank you for many wonderful memories!","Date of stay: September 2013","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-1220","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Thomas P","Waimea, Hawaii5 contributions1 helpful vote","Hawaiian Classic, totally modern","Every time we've stayed at Halekulani we have had a wonderful time.  We are often there to see the best Santa Claus (Gene Dicicco), who even made the front cover of the Advertiser last year.   We had the special honor to be given a dinner at Table One ... what a fabulous meal!  Halekulani is definitely on the short list for Best Hotel in the World!","Date of stay: October 2013","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-1221","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Hardiman_11","Hope Island, Australia153 contributions156 helpful votes","My favourite hotel in Honolulu .","We were here in High season and it was just perfect for couples or a group of friends having a few drinks with lovely views.
As I'm a shopper I also loved the shop that sold men's T shirts, women's'
Clothing ,golf towels ,headbands and every other thing.
The views from the front area are just perfect.,the entertainment adds to it all.
The enchanting swimming pool is perfect 
I liked how we could order drinks that weren't on the menu and they gave us copious amounts of chips over and over again.
The trick was to have less than 6 people in a party of drinkers otherwise they pop on an extra service fee of 18% for over 6 people.
I would certainly return next year.","Date of stay: July 2014","Trip type: Traveled with friends","ui_bubble_rating bubble_50"
"1665326404-1222","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Katie B","Redlands, California13 contributions13 helpful votes","Can't believe how great it was!","The Halekulani was the most beautiful and comfortable hotel I've ever visited.  We had a balcony room with an ocean view, and a view of Diamondhead.  When they learned it was our anniversary they sent up a complementary bottle if champagne.  Special little touches every day, little gifts left in our pillow.  Fruit and chocolates when we arrived.  Fantastic breakfast buffet, 3 restaurants, one 5 star.  Live Hawaiian music every evening.  Our room was a bit small but so beautifully done.  Large bathrooms, with great amenities.","Date of stay: July 2014","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-1223","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","La4den","Los Angeles, California12 contributions22 helpful votes","Not what it used to be","Of course this hotel is legendary and I have been coming here since the 80's. Sadly this will be my last time. I will probably go next to the Kahala Mandarin. The service is still great and are very attentive and the food is quite adequate. But the clientele of this resort has changed dramatically over the past years. While I am still here for another day, I had to retreat to my room lanai for my third day in a row to read because the pool has become a children's playground. The pool is filled with crying, laughing, screaming infants, toddlers and small kids with their inner tubes, floaties, and water wings. I'm talking 30 kids right now with their doting parents. Right next to me, a parent was holding his baby boy in the water and bouncing around - got out and went to the bathroom and changed the poopy diaper- then went back to the chaise lounge where the wife was waiting with a fresh diaper. And I am expected to swim in this famous pool!!! It just isn't a peaceful place anymore. For some reason, it has gotten away from a stylish couples and upscale single hotel that always had the ""old"" Hawaii mixed in. (Along with some fairly refined families), is now become young couples with tattoos and wife beater tee-shirts, and children! The hotel would do right to consider a kiddie pool somewhere on the property or have a membership with a club for families with small kids. 
Also, I am here for 5 nights and I was put in a room with a handicapped bathroom with pipes all over the place and a shower that you literally had to climb into. I have stayed in some gorgeous rooms here before. - but this one is not great- carpet stained too.","Date of stay: July 2014","Trip type: Traveled solo","ui_bubble_rating bubble_30"
"1665326404-1224","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Woofwoof13","Adelaide, Australia59 contributions49 helpful votes","Concerned at first but very glad we stayed here","Excellent - Spa (best I've been to) Restaurant - le mer (best overall restaurant experience I have ever had - service/ food and ambience combined) Pool and pool service great ( especially when combined with others along the Waikiki strip.) Room - spacious. WiFi- complementary and fast
Concierge service - very helpful Shopping - right on doorstep. Brunch on Sunday at Orchids - but make sure you book in advance

Not so good - welcome at reception when arrived - did not feel very ""welcome""  
evening dress code for 2 out of 3 restaurants and the bar in evening - would have been good to know this before. 
beach - very small
Bathroom - okayish

Much much quieter than the other big hotels at that end of the strip (Sheraton, royal Hawaiian , Moana surfrider) we thought this was a plus - others may not","Date of stay: July 2014","Trip type: Traveled with family","ui_bubble_rating bubble_40"
"1665326404-1225","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Honest B","Sydney, Australia16 contributions8 helpful votes","Halekulani","Staved here the night before my friends wedding as part of the bridal party. The rooms are clean and have a fresh feeling. The pool is gorgeous and the location is close to shops and the beach (walking distance) yet has a tranquil feel to it.","Date of stay: August 2013","Trip type: Traveled with friends","ui_bubble_rating bubble_50"
"1665326404-1226","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","SoCalGirl4travel","San Diego, California2 contributions5 helpful votes","One of my favs in Hawaii","I have two locations in Hawaii that make me feel special.  The Halekulani is one of them.  For me life really doesn't get any more pampered than spending time at this beautiful property. Spoil me silly!","Date of stay: June 2014","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-1227","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","KME C","Alameda, California14 contributions7 helpful votes","Excellent brunch buffet with to-die views","I've never stayed at the Halekulani, though I've heard nothing but good things, but locals like myself revere the very classy, pricey but yummy brunch buffet on the lovely lanai. Delicious seafood, ono grinds, top-shelf, and — I did say I was a kamaaina, no?—all you can eat!","Date of stay: September 2013","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-1228","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","susanpant","San Francisco, California, United States24 contributions17 helpful votes","Over-rated","I was so looking forward to this trip and hotel but ended up being disappointed.  It was adequate and no major flaws but just not worth the price.  Check in and check out were longer than necessary.  Outdoor bar service was not very good.","Date of stay: July 2014","Trip type: Traveled solo","ui_bubble_rating bubble_30"
"1665326404-1229","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","epicurism","Brisbane, Australia127 contributions45 helpful votes","Beautiful views. Careful of the food","Halekaluni was a beautiful place to dine! 

We came here twice on our vacation away, the first time was great however the second time I was a bit concerned I had uncooked chicken.

The meals are nice but not amazing for the price. Depending on what you order. The burgers are generally pretty great. The pool view is gorgeous but try and get a table close to the water if you can! 

The coconut cake dessert is a great traditional favourite. And the banana passion fruit mocktail is amazing I think it's called jungle mania or something like that - so yum!","Date of stay: July 2014","null","ui_bubble_rating bubble_30"
"1665326404-1230","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","NicolaAlpe","Auckland63 contributions82 helpful votes","Hideaway in Honolulu","We stayed here for two nights at the end of a fortnight on the outer islands and it was the perfect place to stay in Waikiki to have the best of both worlds. It was nice to be able to experience the buzz of Waikiki Beach yet to do it on our own terms within the peaceful surrounds of this hotel was lovely. 

A wonderful pool area, lovely outdoor setting for evening cocktails and a nice range of restaurants - not to mention the fact that Nobu is literally across the road! Also a very easy walking distance to the best shopping area in Waikiki. 

The rooms are not 'brand new' however they are beautifully appointed. Guests hoping for an unobstructed view of Diamond Head will be disappointed if they are in a room directly facing the pool and ocean area, yet this view is just as gorgeous and tranquility abounds. 

My husband and I can't wait to return!","Date of stay: May 2014","Trip type: Traveled with friends","ui_bubble_rating bubble_40"
"1665326404-1231","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Michaelbirmingham4","Birmingham, Michigan258 contributions118 helpful votes","A quiet resort in the midst of a busy Waikiki","We spent 3 nights at this property.  The staff was wonderful.  Our every need was met promptly and gracefully.  If you want action, just step out of the property and you have all the shopping and restaurants within very short walking distance.  Back at the hotel you are transformed to a quiet peaceful resort that could be miles away from the masses.  Every Wednesday, the management hosts a cocktail reception for all guests. A great way to connect and stay in touch with their quests.  The food is outstanding. Be sure to have dinner at the Orchid room.  Highly recommend this hotel.","Date of stay: July 2014","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665326404-1232","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","kevin m","Westlake Village, California11 contributions5 helpful votes","paradise in waikiki","We spent a glorious long weekend here and had a grand time.  The staff was extremely friendly and helpful.  Our room easily accomodated the four of us.  The balcony was comfortable and we really enjoyed the cool breeze an sunset. The location was perfectly siuated for fine dinner dining at Roy's and the hotel. We can not wait to come back next year.","Date of stay: July 2014","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-1233","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Jeff D","Carnegie, Australia154 contributions62 helpful votes","Luxury on the beach in a great position.","My family and I just spent four beautiful days at this elegant luxury Waikiki Hotel.
From the moment we arrived we were met by attentive bell staff who looked after all our luggage. We were made so welcome at reception and guided around the resort and to our room by Mark who did check in formalities in our room. This was a nice personal touch.

The lobby area was spacious and never busy and the vibe of the Halekalani was elegant yet sophisticated at the same time.  

Free Wi-Fi through the hotel is great but not available in the lobby area.

Our beautiful room was on the 3rd floor with a direct ocean view and pool view.
We had a double double ocean view room as we were traveling with our 18 year old daughter and the room was spacious and very comfortable. We liked the couch and sitting area as well as the efficient use of draws for storage of clothes. The wardrobe was interesting as both sides slide open so you have a view from the bathroom to the ocean.

It is nice to stay in hotel rooms that have plenty of space and this one had a huge lanai (balcony) to have breakfast, a cup tea or just relax on. While the rooms do not have a boiler/ kettle, you just call and one is delivered to your room.

The bathroom was very spacious with separate toilet, shower and bath tub. 

Reflecting on our stay it was hard to fault this hotel. The staff are wonderful, obliging and very welcoming.  The pool staff were always happy to assist from setting up the lounges, supplying towels and always asking if we need drinks or food around the pool.

We loved the gardens and pool area of the hotel and felt like we were at our very own little oasis. Although people walk past the pool along a beach pathway, you are not disturbed and the noise levels by the pool are low as no loud music is played.

Concierge staff were helpful and housekeeping staff efficient who placed in the room fresh water and a small gift when they did the turn down service.

Personalised service and great amenities make a hotel stay all the more enjoyable and listening to music and watching some hula dancing  while having a drink at House Without a Key was so enchanting and relaxing.

Location was also excellent as we only had a short walk to the main part of Waikiki where we were able to go to many local restaurants and shops.

We also had a great dinner at Nobu opposite the Halekulani located within the Waikiki Parc hotel which is a good quality 4 star sister hotel to the Halekulani. Great service, delicious food and friendly Nobu staff.

The Halekulani is a true 5 star hotel and resort and worth a return visit.
Thanks for making us have such a great time.  Jeff Estelle and Naomi D.","Date of stay: July 2014","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665326404-1234","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Nicole A","Sydney, Australia34 contributions22 helpful votes","Wonderful service in convenient location","Had the pleasure of visiting Halekulani in June. Staff were friendly and helpful at all times. A nice choice of restaurants. The pool was average but again the service around the pool was good. Thankfully the ocean was not far away. The rooms were nice & serviced well but nothing outstanding. Bathrooms good. We had a few massages at the spa that were amazing but expensive. Overall a nice stay.","Date of stay: June 2014","null","ui_bubble_rating bubble_40"
"1665326404-1235","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Kleinpeter0259","Thibodaux, Louisiana9 contributions14 helpful votes","A spark of graciousness and great service in Honolulu","This was our sixth visit to the Halekulani and we will return! When we arrived, we were greeted at the car by multiple bell staff and a well informed hotel representative who knew all about us. We were shown into the lobby where we were greeted again. Smiles , handshakes and many kind words.
The hotel was spotless and well kept. The ocean front room was great! Spotless , well appointed and many extras.
I really could go on and on! The restaurants were all wonderful! And room service was a real treat.
All aspects of this hotel are truly wonderful! , but the service from beginning to end is without doubt the jewel in their crown! A visit is highly advised !","Date of stay: July 2014","null","ui_bubble_rating bubble_50"
"1665326404-1236","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","Pettebench","Bangkok, Thailand17 contributions24 helpful votes","Amazing!","The hotel is gorgeous, the rooms are very nice, it's connected to the beach front, the spa is AMAZING! I have nothing to complain about this hotel. The restaurants are great too. A total joy staying here","Date of stay: January 2014","Trip type: Traveled with family","ui_bubble_rating bubble_40"
"1665326404-1237","https://www.tripadvisor.com/Hotel_Review-g60982-d90015-Reviews-Halekulani_Hotel-Honolulu_Oahu_Hawaii.html","PashadeCerigo0009","Nice, France163 contributions58 helpful votes","pinch me, am I in heaven?","when my best friend was celebrating his 60th b-day ...I decided to plan   our  trip to Hawaii , USA 
Growing up in east Europe, our childhood dream was to see Hawaii and Honolulu , so with help of few other childhood  friends ...we pined down the dates , hotel and all our activities . It was not easy to put together group of 8 people , living in different part of the world ...but it happened.
The moment we arrived to Halekulani Hotel, our state of mind changed . Design of this hotel is so unassuming and elegant, peaceful and tranquile ..in perfect sinchrony  with its environment ...open concept allowing breeze to cool you down  and spectacular orchid pool right on the ocean front . Rooms were all facing the Waikiki  beach , spacious and  functional , pure heaven , with balconies large enough for you to just lounge and enjoy sunsets...Every night we were entertained with local aloha music and lovely dancers ...no loud music, no rough visitors no dunk people in the pool...sophisticated crowd well dressed for dinners and  friendly during the day , chatting by the pool side.  10 days we hardly left the hotel as it offered EVERYTHING , including small white sand beach ...I absolutely  love this hotel ! It is also centerly   located walking distance to all shopping, nigh clubs  and fabulous walkways facing Waikiki beach .
Hotels restaurants  are excellent. You can not go wrong with any of their dishes , although my fav  was curry fish dish, what a surprise !  I was truly sad to leave this paradise on earth. Honolulu migh appear to loos its glitter to some more isolated ""lux"" islands near by...but for those , like me, who crave urban  beach cities , Honolulu is up there with Rio, Barcelona  and Nice . Must go back soon!","Date of stay: January 2014","Trip type: Traveled with friends","ui_bubble_rating bubble_50"
