web-scraper-order,web-scraper-start-url,name,origin,topic,review,stay,triptype,rate
"1665423503-1723","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Ontheroad L","Honolulu1 contribution1 helpful vote","Perfect place!excepe the price","Pretty good location and service!
The public transportation is very very convenient ,you don't need to rent a car.
It's very expensive If you order meal in the hotel.
But we always wait in line for about 10 more minutes for a meal outside.
The climate is perfect!!!","Date of stay: December 2013","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-1724","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","James M","Edmonton, Canada57 contributions25 helpful votes","The stay was...nice.","Would I stay here again? Yes, I would. The property was well laid out and the staff was amazing. I'd go back to this hotel just to hang out with the wonderful staff again and to sample the great food at BLT and the Wai'olu lounge. 

The rooms. Incredibly unattractive and cramped. I would have to spend a great deal more money to get something with a better view or slightly more space and maybe, just maybe it'll be worth it.

The Spa was great and I enjoyed the breakfast buffet.

I'll try again but after recently visiting Maui for the first time, it might only be for a short visit.

After visiting other properties on this trip, I'd have to say the Trump is likely the nicest property in Waikiki...time for some renewed competition.","Date of stay: January 2013","Trip type: Traveled as a couple","ui_bubble_rating bubble_40"
"1665423503-1725","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Jilly S","Noosa, Australia124 contributions98 helpful votes","Best spot in Honolulu","This the 3rd time I have stayed here and you simply can't go wrong! Great location, close to beach and restaurants,staff are exceptional and rooms are spacious and well fitted out. Having kitchenette makes big difference . if you don't feel up to dining out after big day in Sun, just duck down to several takeouts within a couple of mins walk. A complete package right here in heart of Waikiki! It's got the lot!!","Date of stay: December 2013","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-1726","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Kitty D","Melbourne, Australia6 contributions2 helpful votes","I think I've died and gone to heaven...","One word fellow travellers: Wow! This hotel is gorgeous and I felt a little bit posher just walking through the doors.
Courteous, smartly attired, well informed staff, beautiful rooms and a killer buffet breakfast made the last leg of our trip feel like a real holiday.
Cool breezy pool area, amazing views- this place although a little pricey, was worth every cent.
The Donald certainly knows about having the right people in the right positions and after staying at one of his properties I realise why anything Trump, trumps anything. Feel free to use that one DT!!","Date of stay: December 2013","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-1727","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Jim H","Guam, Mariana Islands9 contributions3 helpful votes","Perfect in Every Way!","Fantastic property in a great location!!! My 2 bedroom 2 bath ocean view suite far exceeded my expectations! The staff and service was exceptional! Everything was just perfect and I could not have been happier! I will be back and I highly recommend experiencing the Trump International Hotel Waikiki Beach Walk!","Date of stay: November 2013","Trip type: Traveled solo","ui_bubble_rating bubble_50"
"1665423503-1728","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Kakuhisa","Rockaway, New Jersey57 contributions61 helpful votes","4th year in a row -- still amazing!","Our 4th year in a row at the Trump Waikiki and stayed in a 3-bedroom ocean front suite. 

*If you can afford the Trump Floor, great views as it's above the Halekulani and Outrigger Reef. The Sheraton does block some of the view if you are in the XX10 room layout, but the XX09 layout is my favorite as it takes advantage of the corner facing Fort DeRussy which has nothing blocking the view.

*Highly recommend the use of the Trump Attaché program -- nice to have the refrigerator stocked with grocery items we use at home. $25 fee for the service, but if you are going to buy these items when you get here, save yourself the trouble and utilize the service.

*Used the Trump Spa this time around -- very friendly staff who went out of their way to fit all of our request services into a progressive schedule. They even called the Halekulani Spa to set up a haircut for me since they don't have the capability internally!

*The views! I mean really, I found myself just staring out the window at all times of the day. I've uploaded a couple of the photos I took from the living room of Suite 3509 to this review.","Date of stay: December 2013","Trip type: Traveled with friends","ui_bubble_rating bubble_50"
"1665423503-1729","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","VanillaLemon","18 contributions25 helpful votes","Great stay!","All I can say about this hotel is great!  Great location, right on th3 Waikiki beach, quiet, close to bus stop, mall, shopping, convenient store, Starbucks. Th3 rooms are very nice, with kitchen appliances, service is top notch, all th3 staff was very nice and very helpful!","Date of stay: December 2013","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-1730","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","TomSonntag","New York, NY209 contributions182 helpful votes","A modern oasis in crowded Waikiki","We stayed at the Trump for 2 nights before our NCL cruise out of Honolulu. The hotel is in a nice location. The service is excellent, rooms are mini suites with all amenities.'wonderful, discreet service seldom found in an American luxury hotel. Gym could be bigger,'and breakfast at $70 for two is no bargain, but well worth it. Nice quiet international clientele.","Date of stay: December 2013","null","ui_bubble_rating bubble_50"
"1665423503-1731","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","SaintManic","wagga wagga Australia99 contributions86 helpful votes","Better than expected","We arrived at Trump early and our room wasn't ready, but bags held and when room was ready at 2.30pm we received a phone call advising us.  It is everything you would expect of a Hotel of this standard.  

We had a Deluxe Ocean View Studio which was very spacious and well appointed.  Nothing was missed, fully fitted kitchenette.  Bottled water supplied, beautiful towels with shampoo etc very good quality.  Our room was 1505 with great views of the ocean and city.  Lucky enough to have full view of the Hilton fireworks.  We received a welcome box of Honolulu Cookies, and a bottle of bubbly for our anniversary, both lovely  gestures.  

The pool causes a lot of comment, we thought it really good.  Lounges and towel supply very nice.  The Jacuzzi was good too.  Admittedly pool not busy when we where there so we can only comment as we see it.   

The gym at Trump fulfilled my needs, I went to it each morning to use the treadmill, Gym very clean, with lots of towels, fruit infused water and apples.  Buffet breakfast great value for money.

Mai tai in the bar/lounge a must have.

The beach  bags containing, towels, water, fruit, and sun cream were a great service, beach only a short stroll from Hotel.","Date of stay: December 2013","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-1732","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","melobeam","Los Angeles, California1593 contributions401 helpful votes","Stay on the Saratoga Rd Side","The skinny-

Parking: Valet
Decor: modern hawaiian
Service: excellent
Bed: big and comfy
Towels: soft and plentiful
Bath products: Trump

We stayed here for 3 nights on the way back from Japan. Originally our room was on the Diamond Head side of the hotel but we switched and the Saratoga Side has way better views. The room is beautifully and comfortably appointed with a full kitchen and everything you could use. There was even a washer and dryer in the unit! (1 Bedroom). The staff everywhere we went were unfailingly polite and we were very happy with our stay here. 

The only things you should know is that the wifi while free is incredibly slow and knocks you off all the time. The pool is also very small and the entire time we stayed there it was filled with children.","Date of stay: November 2013","Trip type: Traveled as a couple","ui_bubble_rating bubble_40"
"1665423503-1733","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Foodietraveller2013","Adelaide, Australia80 contributions57 helpful votes","Excellent hotel and staff","We stayed for a week at the Trump and absolutely loved it. The ocean view room was brilliant and the best view for fire works on Friday night off the balcony. Loved the bathroom and very modern room with comfy bed. The staff were super friendly and helpful-  especially Dean! He was halarious and full of great information about things to see and do in the area.  We did a great tour suggested by staff - East of the island. ( fantastic !) This hotel is in a perfect location. Walking distance to great shopping, resturants and of course - the beach. Each morning we walked around the corner to a hole in the wall to have fresh fruit bowls and sorbets. The pinapple was out of this world! Make sure you walk to *eggs and things* and have the best pancakes in Honalulu. 
We also enjoyed mai tai 's and a couple of lovely meals / tapas upstairs over looking the city ...rather spectacular on a warm and balmy night. ABC shop around the corner too, if you need nibbles and alcohol. As others have commented the pool wasn't huge and a slight downer if you were expecting it.. ( more like a lap pool )  but it did not worry us. 
We would definitely return to the Trump! A wonderful experience.","Date of stay: November 2013","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-1734","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Charles L","Nyc9 contributions15 helpful votes","Everything a five star should be.","This is a top quality hotel--beautiful room; friendly employees; and a delicious breakfast buffet with an array of fresh fruit and an omelet bar. By the way the omelet chef is amazing. The hotel is situated in the middle of all the action of Waikiki. Restaurants, bars, music, beach and shopping surround the hotel. If you prefer the pool, gym, and spa are immaculate. The concierge desk is helpful and will suggest sightseeing and tours at your convenience.","Date of stay: December 2013","null","ui_bubble_rating bubble_50"
"1665423503-1735","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Mia069","Melbourne, Australia13 contributions19 helpful votes","""Absolutely Trumptious""","We stayed at Trump beach walk for two weeks, (24 Nov to 8 Dec) in a two bed room plus den, room 2119. Beautiful apartment and the most amazing views of both beach by day and city skyline at night.
We always stay in aparments when we travel, as I have Coeliac's. It was the best equipped kitchen we have ever come across, everything you need. Plenty of china, wine glasses, champagne flutes, plastic ware for the balcony, bake ware, blender, hand mixer and even a rice cooker. As I love to cook, it was even better getting a meal ready and having amazing views from our kitchen, for me it doesn't get better that this!
Dean and Julia greeted us on arrival, a beautiful warm welcome, and throughout our stay it was the same, our two boys adored them. Then we had gorgeous Dennis, he took care of all our tours, car hire, and booking, nothing was too much trouble. Joanna in housekeeping was great.
Jeff in managmeent and Marion in attaché made sure all our needs were meet, ( we had a little concussion at check in with misspelt name, but all was resolved immediately). They could not do enough for us, making sure our stay was a wonder experience.
Our room was a beautiful tranquil space, spectacular views and well decked out. Bathrooms had lots of towels and toiletries, our ensuite has a washer and dryer, come in handy as we were there for two weeks.
When you went to the beach, you would collect a beach bag at concierge with towels, sun screen, cold water and fruit, fantastic.
The weather was perfect, averaged about 28 each day. It was sad to leave, but we have something to look forward to, as we will be back soon!
We would like to pass on our sincere gratitude to all staff and managment at Trump Wakiki, your care, concern, and hospitality was immensely appreciated.
Thank you for making our holiday, truly a memorable and rich experience. 

Mahalo xx","Date of stay: December 2013","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-1736","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Julesv79","Sydney, Australia11 contributions15 helpful votes","One of the best","My husband and I stayed here as part of our honeymoon. What can I say.....this hotel is amazing. One of the best we have ever stayed at. 

We were greeted with refreshments upon arrival and the hotel staff were fantastic in accommodating our early arrival. The service didn't stop here. The staff are amazing and went above and beyond. They were always happy to assist us with anything. This included helping us confirm our transfer shuttle, providing beach bags full of goodies and helping us out with organising tours and activities.

The hotel and room itself were both exceptionally clean and the room was serviced twice a day with staff even coming to make our bed each night. 

I would recommend this hotel to anyone and we will be staying here again next time we're in Hawaii.","Date of stay: December 2013","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-1737","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Debra C","Mountain View, California, United States10 contributions11 helpful votes","Wonderful Service","Wonderful, Excellent Service, Beautiful Room, Close to all downtown shops and restaurants.
Help at any time for anything from the staff. Everyday when going to the beach, received a beach bag with Water and fruit and towels. No matter how many time you went to the beach you always got a bag with goodies.
Had a Great time and would go back again.","Date of stay: July 2013","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-1738","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Senspirational","Melbourne, Australia124 contributions83 helpful votes","Home away from Home - Luxurious and welcoming","On booking this hotel originally I was concerned about the reviews not being up to our expectations. 
At so many levels the hotel exceeds your expectations and then some - 
The staff are to be awarded the friendliest most helpful people in Hawaii award - always catching your eye to be courteous - ask if you need help - seek you out for follow up to an enquiry - amazing 
The location is perfect across the road from the beach, parkway and close to the main shopping 
The hotel has a small but practical Gym - functional 
Our rooms were serviced well and clean - balcony was gorgeous
We used the hotel restaurant and Michael, lindsay and crew were great - to be commended - always serving professionally 
You wont go wrong if you are looking for a place that will provide you with a sanctuary after a long day soaking up the sun and shopping
Its quietly understated and away from the hustle and bustle of Hawaii 
Ok enough - I highly recommend this place ad hope I get the chance to stay again 
Thanks Trump","Date of stay: November 2013","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-1739","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","newanne","Minnesota76 contributions62 helpful votes","Better than expected","This hotel has exceptional customer service.   It seems everyone just wants you to experience the best.  We stayed in an ocean view studio, which was perfect for us.   We don't typically spend much time in our room, so decided not to get the 1 BR.   The hotel is not on the beach, but it is only a 3 minute walk.  There are chairs and umbrellas for rental on the beach.  My only complaint would be the size of the pool, and the number of babies in it.   Would be nice if there were an adult only pool and a family pool.   

There are many restaurants, bars and lots of shopping within a block of the hotel.  We would definitely stay here again.  We actually booked our room through Hawaii5-0 vacation rentals.   Got a great price, and since no one was booked for the day we checked out, we were able to have a very late check out, which worked great with our night flight home.","Date of stay: November 2013","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-1740","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Ana R","Guatemala3 contributions2 helpful votes","Nice Hotel","The Hotel pays great attention to detail, which made our vacation much more special. We were greeted with lei's when we exited our car. Our bags were taken to our room while we headed to check in. At check in, the lady already knew our names and we were offered something to drink. When we entered our room, the radio was on with hawaiian music, the curtains closed and the bed opened. We were celebrating our ten year anniversary and there was a special card and small gift for us. Everyday our room was made twice, in the morning and in the evening. Our room was spacious, with a sofa and kitchenette. There is privacy because you cannot hear any noise from other rooms or the hallway. The hotel is in a nice area, close to waikiki beach and the main street in Honolulu. I thought the location was great. At night you can walk on the main street and safely return. The bad is the pool is small and valet pricing is expensive.","Date of stay: November 2013","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-1741","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Al G","Kailua-Kona, Hawaii4 contributions3 helpful votes","The Best of the Best","I have stayed in many Hotels in my life but I now consider the Trump Waikiki my number 1. I had the misfortune of having to stay on Oahu for a family medical issue and stayed at the Trump for 22 days.
Staying 22 days I had the opportunity to cross paths with many of the staff. Each and everyone of the staff knew what the word ""Aloha"" means. After some of the most stressful days of my life there was always a ""Home"" to come back too. I would tell Mr. Trump that his business formula for Hotels is spot on. 
Thanks for everything","Date of stay: November 2013","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-1742","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","SapphireBC","Vancouver25 contributions32 helpful votes","Exceptional Customer Service!!","Me and my husband stayed at the Trump hotel for a few days this last week of November. It was our first stay at the Trump. We were blown away by the amazing service provided at all levels of customer service. By far, some of the best service we have ever had. All the employees were always in a great mood and always made an effort to say hello. The concierge was the best, every request was carried through with much professionalism.

It was great having a mini-kitchenette (fridge,sink, microwave,dishes). Rooms were spacious and quite luxurious.

Yes, as mentioned the pool is very small (more like a lap pool) and there is no beach area specific for the hotel.","Date of stay: November 2013","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-1743","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Tegall","Mooloolaba, Australia11 contributions11 helpful votes","Best in Waikiki","From check in to check out it was a fantastic experience. We were on the 23rd floor deluxe room with ocean views which was fantastic.  All of the staff were extremely friendly and couldn't do enough to ensure that our needs were looked after. Dean at the front made sure we were greeted each time we went out or returned and is an amazing guy. We dined at all of the restaurants and found the food and service were great and prices were reasonable. We have stayed in Waikiki several times before and we will only stay at the Trump from now on.","Date of stay: November 2013","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-1744","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","SebBrandt","Sydney, Australia29 contributions28 helpful votes","Amazing!!!","The reviews don't lie! Incredible service, very genuine. Views amazing, pool beautiful, they give you a free bag with towels fruit water and sunscreen for the beach, which is literal ya 90 second walk! The furnishings are top class and the concierge very helpful. Couldn't recommend more","Date of stay: November 2013","null","ui_bubble_rating bubble_50"
"1665423503-1745","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","George S","Melbourne, Australia19 contributions44 helpful votes","Top drawer service","Stayed 6 nights at this wonderful hotel from 19th. Upgraded on arrival and greeted by name from all door staff when coming and going. Attention to detail here is fantastic. Service is impeccable. Look out for Dean & Troy on the door. Two extremely helpful guys who go the extra mile. Left for Hilton Hawaiian Village to mix it up a little. For those thinking the same, don't bother. Huge step down from the Trump. Will visit again.","Date of stay: November 2013","null","ui_bubble_rating bubble_50"
"1665423503-1746","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Brisben77","Brisbane, Australia30 contributions31 helpful votes","Top service. Good but not the best location","We spent 9 nights at this hotel and found the service to be particularly outstanding. The rooms are very spacious and provide a great 'home away from home' feel.

The restaurants provided similarly high levels of service but the food was good rather than great. The restaurant prices were a bit steep.

As for the location, it is very good but I was under the mistaken impression that the hotel was literally on the water's edge which is not the case. Still, it is a reasonably short walk.

All in all it would have to be in the top 3 hotels in Waikiki and I have no regrets in spending our time here.","Date of stay: October 2013","Trip type: Traveled with family","ui_bubble_rating bubble_40"
"1665423503-1747","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","TulsanInHouston","Houston, Texas103 contributions97 helpful votes","Great room, tiny pool","I stayed here just for one night. We were upgraded to a two bedroom ocean view suite on the 30th floor. The room occult not have been more fabulous. Gorgeous views of both the ocean and the mountains. Full kitchen (way beyond a kitchenette) with full refrigerator, range, dishwasher. The master bath was my favorite part. Clean white walls with white/gray marble. Open shower, big tub, two sinks and a W.C. The toiletries were fantastic. They smelled great, and had goodies you don't typically see like bath salts and sugar scrub.

I was very surprised by how small the pool was. I'm only 5'4"" and was able to touch both sides when I turned sideways. And the ocean view is obstructed by an ugly condo building. It is also not beach front. Probably a seven minute walk to the beach, and there aren't any Trump chairs to sit in or anything (that I saw).

You are very close (5 min walk) to great shopping. Both high end and local beachwear and souvenirs. Plenty of restaurants too.","Date of stay: November 2013","Trip type: Traveled as a couple","ui_bubble_rating bubble_40"
"1665423503-1748","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","almandines","Washington DC, District of Columbia9 contributions17 helpful votes","Amazing week at this hotel","My husband and I just returned from 6 nights at this Trump International Hotel. We stayed here after an amazing experience at the SoHo location and were not disappointed.

We originally booked a city view superior studio, but were upgraded to a city view deluxe studio, which was greatly appreciated. We were celebrating our first anniversary and were pleasantly surprised to find that in addition to the complimentary Honolulu cookies (which are amazing - we bought these for gifts for coworkers/family at the numerous Honolulu Cookies stores nearby) we had a certificate for a bottle of champagne in the Wai 'Olu Lounge.

We had dinner in the Wai'Olu Lounge on a Friday evening. I'd recommend a reservation for a weekend. We did not plan ahead (though the hotel was great about asking us if we wanted assistance with reservations), but were able to get an inside table as a walk in. There is entertainment in the Lounge on most evenings. The musician on Friday evenings is fantastic. The food was good and our waiter, a local college student, was extremely attentive. 

The room itself was amazing and everything you'd expect of the Trump International brand. The bathroom included both a shower and deep tub. Some other reviewers complained about having to mop up water from the shower, since it does not have a door. We did not have this experience. In fact, housekeeping ensured that we had no less than 3 towel bath mats in the bathroom at a time, so we never had an issue. 

The bed was extremely comfortable, especially given the fact that this hotel has a pillow bar. We were able to order neck and body pillows to the room throughout the stay. Housekeeping was extremely attentive. It is probably the best of any hotel I've stayed, especially given the fact that there is a kitchen in each room. 

The only hiccup during our stay was a spa experience. The hotel took care of this for me, so I can only give the staff, again, high marks. I did expect the spa to have a more luxurious feel to it, given the location and price of the treatments. To be fair, think I was only expecting more since the Trump Soho spa is so picturesque! I wouldn't deter you from trying the spa here, the staff was extremely attentive and polite. Everyone knows mistakes happen and this hotel chain more than makes up for it when they do!

The pool has flavored water each day, great towel service, 30 spf sunscreen, and pool side service, that is laid back/not at all aggressive. Greatly appreciated!! The pool is small, but was never overly crowded. Granted, we did stay during mid-November when many children are in school. The beach bags each day included water, towels, fruit, and sunscreen. What's not to love? If I we return, I won't even pack sunscreen. Its available in both the bags and the pool. 

As far as the location, spending time on the BUSY beach, I was happy to not be beachfront. You're only a block away and being next to DeRussy Park is an excellent, quieter location. 

Kudos to the Trump Hotel staff!! We had a late flight and the front desk staff more than accomodated us with a late check out. We thoroughly enjoyed our stay and are excited to explore other Trump properties.","Date of stay: November 2013","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-1749","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Geri H","San Francisco, California67 contributions97 helpful votes","Great, friendly but.....","This place is really nice.  The people are extremely welcoming and friendly.  This is a nice place to stay if you want to stay in Waikiki (traffic is terrible).  

The only reason I did not give it 5 stars is because of the internet (or lack thereof).  The internet is quite choppy -- often unavailable, often extremely slow.  They give you free internet, I have an Apple iPad and just had problems.  Given this is a trump hotel, would Donald Trump allow this to be the case?  If you are traveling on business and need to get real work done, I would not recommend you stay here.","Date of stay: November 2013","Trip type: Traveled as a couple","ui_bubble_rating bubble_40"
"1665423503-1750","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","enjoytravel_8","Portland, Oregon15 contributions33 helpful votes","Quiet oasis in hustle and bustle of Waikiki","We just returned from a fabulous 1 week stay at this relatively new hotel/condominium. After reading all the positive reviews, we decided to stay at this hotel due to the location and the quality service. The reviews were absolutely right! The hotel was very serene and the service was top notch. The attaché service was definitely 5 star service. Any time we requested something, it was always followed up on in timely fashion. We couldn't remember the name of the older gentleman who first greeted us when we pulled our car in but he was very attentive and helpful in directing us. We even checked in couple hours early!

 We were pleasantly surprised when the front desk offered complimentary upgrade to one bedroom ocean view suite with den (we were originally booked for 1 bedroom partial ocean view). The only cons: 1. bed was too soft for my back. 2. small pool that was too warm 3. need more restaurants on the premises (breakfast buffet at In-Yo) and BLT for steak dinner was great. I would definitely recommend them both.","Date of stay: October 2013","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-1751","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","CinandEd","Vancouver, Canada5 contributions9 helpful votes","Two thumbs up!!","Staff are very helpful and they do make sure your requests are fulfilled by followup calls. I don't mean next day followup calls but within 5 minutes after their service staff completed their work.

The room has some amazing feature such as AC is controlled by censor, so AC won't work if the patio door is open or when you leave the room. 

Swimming pool is bit small but it is outdoor heated pool. There are many young families who travel with young children, and it's thoughtful of the hotel to provide diapers at pool area. Swimming pool is located on 6th floor so it's very relaxing to swim there while you also get some view of Wakiki beach. If you want to go to beach, they provide you a beach bag including towel, water, fruits and sunscreen.

We had a late flight, and the hotel was very accommodating to let us check out late. We really enjoyed our stay with Trump International Hotel Wakiki Beach, and staff make us feel special. We strongly recommend this hotel to those travellers who appreciate receiving service in style.","Date of stay: November 2013","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-1752","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","princessxxx","carson city nev100 contributions84 helpful votes","Way over rated !!!!","I don't believe that Mr. Trump even ever came to this hotel.  He would have never put his name on it.
I can't believe it's rated top hotel in Waikiki!!!! He must have paid for those stars. 
The pros..... ah.... can't think of one... oh wait a minute the nail tech was  a nice lady.
The cons
not a good location. not on the beach cant see the beach.  so so decor.  
the valet was a cluster.  no one knew who was coming or going. not organized 
the spa?  was an absolute joke.  I have been to 5 star spas all over the world and they claim this is a high top spa with high top prices.  the most I have ever spent at for manicure and pedicure which was no big deal.  they had to carry the hot water in for your pedicure.   no tub no sauna no steam no changing room.  And the nails chipped the next day after spending nearly 250!!!!!!!!! 
okay you were forewarned.","Date of stay: November 2013","Trip type: Traveled solo","ui_bubble_rating bubble_10"
"1665423503-1753","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","CanadianGuy2007","Winnipeg, Canada175 contributions56 helpful votes","Excellent Hotel","We stayed for three nights at the Trump in November 2013.  The staff were very friendly and helpful, the valet was quick to pull the car around, and the room was clean and well put together. 

Some notes on the studio suite: The concierge has maps of the island with some suggested stops.  We did the north shore and it was helpful and the stops were good.  The Kitchen has small appliances and a cooktop.  The fridge is a typical smaller bar fridge. The bed is a bit on the firm side.  

The Spa was clean and relaxing.  There are lots of restaurants within walking distance, but BLT steak was very good.","Date of stay: November 2013","Trip type: Traveled as a couple","ui_bubble_rating bubble_50"
"1665423503-1754","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Cayley F","Vancouver, Canada45 contributions11 helpful votes","5 star alright!","My family and I got upgraded to the Trump hotel and it was the best vacation ever. It was our first stay in a 5 star hotel and what better place to be but in Hawaii. The staff were very friendly. Getting a towel, sunscreen and water before we went to the beach was a great bonus and the view from the infinity pool was outstanding. The location is ideal, as it is a few minutes walk to the beach and 10 minute walk to restaurants and the strip of stores. We very much so enjoyed our stay in a lovely room and balcony.","Date of stay: November 2013","Trip type: Traveled with family","ui_bubble_rating bubble_50"
"1665423503-1755","https://www.tripadvisor.com/Hotel_Review-g60982-d1484551-Reviews-Trump_International_Hotel_Waikiki-Honolulu_Oahu_Hawaii.html","Brian H","San Francisco, California300 contributions155 helpful votes","Almost prefect stay","Stay for four nights and service were excellent. Staff were very helpful and friendly. A lot of little things were provided without charges. Such as cold water when you go out. Beach bags for the beach, etc. for a renovated hotel they did a very good job. Location was very good, next to the Derussy park, across the way from the Reef and Hakekulani. Minor issue is that the shower does not have a door, so water leak out to the bathroom, so you have to mop it with your towels. No entertainment, so I went to the Hakekulani for drinks and enjoy the sunset. Since I got a great deal from Hotwire for a little over $300 per night, I was happy. If I have to pay more I would stay at Hakekulani. I have stay in many of the hotels in this area and it is one of the best for value and price. Highly recommend it.","Date of stay: November 2013","Trip type: Traveled as a couple","ui_bubble_rating bubble_40"
